,Unnamed: 0,Unnamed: 0.1,L_box,minPts_box,c_id,source_id,l,b,ra,dec,ra_error,dec_error,parallax,parallax_error,pmra,pmdec,pmra_error,pmdec_error,dr2_radial_velocity,dr2_radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,Nclusters
71370,71370,71370,10,10,1356,253537696220776320,158.56711994899538,-1.5497820468917656,68.74521545450797,45.29472126835579,0.033772677,0.021794438,0.3382471303564141,0.042498887,0.9292845555457968,-2.0235048121764647,0.047580138,0.03689246,,,15.891481,16.344986,15.159253,47
71371,71371,71371,10,10,1356,253537696220779648,158.56908960123772,-1.5624567380623264,68.73382792543146,45.2847041707868,0.0891517,0.0568949359999999,0.212915580332043,0.110358536,0.890668329947251,-1.9382414983149847,0.13010871,0.10325627,,,17.626160000000006,18.434214,16.754929999999998,47
71372,71372,71372,10,10,1356,253537764940266496,158.557560291275,-1.5906811002143506,68.69319905114457,45.27411474082415,0.049306065,0.029642368,0.363242655269233,0.059379388,0.930015485574146,-2.1411053232003763,0.06988886,0.049813718,,,16.582092000000006,17.16398,15.843260999999998,47
71373,71373,71373,10,10,1356,253537799299994112,158.55507410876552,-1.5640317206424308,68.71871705176596,45.293964419796886,0.047280286,0.028901499,0.3192176600267861,0.05712916,0.9103572749206305,-2.1504151053499743,0.06607104,0.04927523,,,16.499016,17.138998,15.721712,47
71374,71374,71374,10,10,1356,253537799299995392,158.5513290990117,-1.567661902189358,68.71131686758514,45.29426870478943,0.04797278,0.030119542,0.3934309772122142,0.059754115,1.001506122910221,-2.0506884655089457,0.06811307,0.050123848,,,16.598858,17.180016000000002,15.872713,47
71375,71375,71375,10,10,1356,253537799299996544,158.55429005932933,-1.5707514370144136,68.71092553226144,45.28999902728972,0.020115884,0.012390175,0.3153167646435721,0.025439775,0.9865679004422664,-1.9811156617752097,0.028043509,0.020366361,,,14.711908,15.18954,14.047967000000002,47
71376,71376,71376,10,10,1356,253537833659739392,158.54947656082234,-1.583150692025125,68.69331681892785,45.28515995529202,0.04885131,0.030614786,0.3689294740171276,0.060514007,0.8316819543217027,-1.95970576230992,0.06970302,0.051014356,,,16.60482,17.201097,15.852747,47
71377,71377,71377,10,10,1356,253537902379424128,158.55449539214956,-1.5435882917471693,68.7395808168642,45.308208981300886,0.068537846,0.04457507,0.3309215145275929,0.091108605,0.7768017626852538,-1.9977070302333164,0.0992685,0.072689235,,,16.551853,17.204458,15.724542,47
71378,71378,71378,10,10,1356,253537902379424256,158.55779358848596,-1.5494394049570384,68.73661736688737,45.30182451309141,0.030740108,0.02015781,0.2908455506042335,0.039205864,0.9224837992987982,-1.9971425019599072,0.044706788,0.033907354,,,15.747977,16.243532000000002,15.069756,47
71379,71379,71379,10,10,1356,253537902379424640,158.55879793640253,-1.5596802363179796,68.72685244682322,45.29416281025347,0.033890635,0.020588098,0.3132300536375781,0.043105204,0.9276140389857146,-2.0176090551159005,0.04869448,0.035936844,,,15.497618,16.022488,14.783893,47
